1,1,1689.0,385.0,146.62,332.71,67.567,-1,-1,-1
1,2,1303.0,503.0,61.514,139.59,29.439,-1,-1,-1
1,3,1258.0,569.0,40.123,91.049,19.601,-1,-1,-1
1,4,31.0,525.0,113.37,257.27,17.013,-1,-1,-1
1,5,1800.0,483.0,94.66,214.81,11.949,-1,-1,-1
2,1,1689.0,385.0,146.62,332.71,66.725,-1,-1,-1
2,2,1311.9285714285713,502.99999999999994,61.514,139.59,36.614,-1,-1,-1
2,3,1253.984615079365,537.1470198412699,52.0,118.0,15.979,-1,-1,-1
2,4,54.88376984126984,542.0335714285715,94.66,214.81,9.3326,-1,-1,-1
2,5,1744.3303174603175,475.796626984127,123.42,280.06,16.976,-1,-1,-1
2,6,1641.0,494.0,40.123,91.049,6.0638,-1,-1,-1
3,1,1665.1172413793104,417.25918864097366,135.42,307.29,31.198,-1,-1,-1
3,2,1312.127789046653,502.99999999999994,61.514,139.59,30.007,-1,-1,-1
3,3,1254.753861111111,529.7960277777778,52.0,118.0,15.979,-1,-1,-1
3,4,51.47852535496958,554.7480730223124,87.838,199.32,3.7319,-1,-1,-1
3,5,1774.42415821501,473.88942190669377,113.37,257.27,14.299,-1,-1,-1
3,6,1641.0,494.0,40.123,91.049,6.0638,-1,-1,-1
3,7,1742.0,513.0,94.66,214.81,64.803,-1,-1,-1
3,8,1234.0,415.0,103.17,234.13,12.991,-1,-1,-1
3,9,107.0,494.0,103.17,234.13,11.712,-1,-1,-1
4,1,1665.521200893351,372.94034270278974,159.84,362.7,53.87,-1,-1,-1
4,2,1305.0444061930966,499.86946046820464,67.474,153.11,21.299,-1,-1,-1
4,3,1255.523107142857,522.4450357142857,52.0,118.0,15.979,-1,-1,-1
4,4,57.275570678363394,566.303810675949,79.918,181.35,3.316,-1,-1,-1
4,5,1837.3257084902923,439.23403216458996,113.37,257.27,14.299,-1,-1,-1
4,6,1641.0,494.0,40.123,91.049,6.0638,-1,-1,-1
4,7,1758.7908333333332,473.1489682539683,113.37,257.27,34.214,-1,-1,-1
4,8,1234.0,415.00000000000006,103.17,234.13,12.991,-1,-1,-1
4,9,107.0,494.00000000000006,103.17,234.13,15.325,-1,-1,-1
4,10,1852.0,505.0,30.903,70.127,24.793,-1,-1,-1
5,1,1693.5893183764001,368.8685055255246,159.84,362.7,52.074,-1,-1,-1
5,2,1317.6388206514516,536.554724970587,52.0,118.0,25.687,-1,-1,-1
5,3,1256.292353174603,515.0940436507937,52.0,118.0,15.979,-1,-1,-1
5,4,76.52536947314411,561.5719996277704,79.918,181.35,3.316,-1,-1,-1
5,5,1900.2272587655746,404.57864242248615,113.37,257.27,14.299,-1,-1,-1
5,6,1641.0,494.0,40.123,91.049,6.0638,-1,-1,-1
5,7,1646.7611663286004,396.62016227180527,159.84,362.7,11.573,-1,-1,-1
5,8,1234.0,415.00000000000006,103.17,234.13,12.991,-1,-1,-1
5,9,107.0,494.00000000000006,103.17,234.13,15.325,-1,-1,-1
5,10,1848.031746031746,505.0,30.903,70.127,36.829,-1,-1,-1
6,1,1666.836702953353,386.59985743799564,146.62,332.71,52.587,-1,-1,-1
6,2,1318.4580778717195,538.0215888574274,52.0,118.0,30.132,-1,-1,-1
6,3,1257.061599206349,507.7430515873016,52.0,118.0,15.979,-1,-1,-1
6,4,95.77516826792484,556.8401885795919,79.918,181.35,3.316,-1,-1,-1
6,5,1963.1288090408568,369.9232526803824,113.37,257.27,14.299,-1,-1,-1
6,6,1641.0,494.0,40.123,91.049,6.0638,-1,-1,-1
6,7,1467.6686569110411,357.9175398435235,159.84,362.7,11.573,-1,-1,-1
6,8,1234.0,415.00000000000006,103.17,234.13,12.991,-1,-1,-1
6,9,107.0,494.00000000000006,103.17,234.13,20.212,-1,-1,-1
6,10,1848.9541764705882,509.92520689655163,28.302,64.224,35.023,-1,-1,-1
6,11,1333.0,498.0,56.686,128.63,30.194,-1,-1,-1
6,12,1741.0,473.0,113.37,257.27,29.672,-1,-1,-1
7,1,1665.8708937099075,369.7794275307922,159.84,362.7,49.716,-1,-1,-1
7,2,1315.462231147506,489.2913093702942,67.474,153.11,28.89,-1,-1,-1
7,3,1262.995125165613,544.9366622440095,47.794,108.46,4.7235,-1,-1,-1
7,4,115.02496706270557,552.1083775314133,79.918,181.35,3.316,-1,-1,-1
7,5,2026.0303593161393,335.26786293827865,113.37,257.27,14.299,-1,-1,-1
7,6,1641.0,494.0,40.123,91.049,6.0638,-1,-1,-1
7,7,1288.5761474934816,319.21491741524187,159.84,362.7,11.573,-1,-1,-1
7,8,1234.0,415.00000000000006,103.17,234.13,12.991,-1,-1,-1
7,9,158.26783429228522,550.5556721695964,40.123,91.049,7.9165,-1,-1,-1
7,10,1849.0234775102867,510.1282669590849,28.302,64.224,35.359,-1,-1,-1
7,11,1350.857142857143,505.936507936508,56.686,128.63,10.428,-1,-1,-1
7,12,1741.0,473.0,113.37,257.27,29.672,-1,-1,-1
8,1,1669.9011210996625,371.91393199236734,159.84,362.7,50.69,-1,-1,-1
8,2,1322.4904585739994,492.7441590234128,61.514,139.59,38.787,-1,-1,-1
8,3,1264.9850142521861,553.4452432082876,47.794,108.46,4.7235,-1,-1,-1
8,4,122.99914158187173,494.06595531323757,103.17,234.13,15.789,-1,-1,-1
8,5,2088.9319095914216,300.6124731961749,113.37,257.27,14.299,-1,-1,-1
8,7,1109.483638075922,280.5122949869601,159.84,362.7,11.573,-1,-1,-1
8,8,1234.0,415.00000000000006,103.17,234.13,12.991,-1,-1,-1
8,9,195.59126879412258,522.2293061463108,40.123,91.049,7.9165,-1,-1,-1
8,10,1847.9731605352194,504.97555148138895,30.903,70.127,24.904,-1,-1,-1
8,11,1358.0,509.11111111111114,56.686,128.63,10.428,-1,-1,-1
8,12,1741.0,473.0,113.37,257.27,29.672,-1,-1,-1
8,13,257.0,455.0,113.37,257.27,10.617,-1,-1,-1
9,1,1664.9170671345132,384.376948395059,146.62,332.71,59.031,-1,-1,-1
9,2,1325.5053406940751,489.8294809511437,67.474,153.11,41.687,-1,-1,-1
9,3,1273.951942067379,551.1526084244473,43.624,98.993,14.674,-1,-1,-1
9,4,142.9460332488361,521.4761373838504,52.0,118.0,17.685,-1,-1,-1
9,7,930.3911286583627,241.80967255867844,159.84,362.7,11.573,-1,-1,-1
9,9,232.91470329595995,493.90294012302525,40.123,91.049,7.9165,-1,-1,-1
9,10,1848.0301891751649,504.94305605920295,30.903,70.127,30.606,-1,-1,-1
9,11,1365.142857142857,512.2857142857142,56.686,128.63,10.428,-1,-1,-1
9,12,1727.0091257668712,418.09199386503064,135.42,307.29,25.474,-1,-1,-1
9,13,265.9690476190476,463.02833333333336,103.17,234.13,13.241,-1,-1,-1
10,1,1688.6645709623278,385.41089697981624,146.62,332.71,64.395,-1,-1,-1
10,2,1326.604506778095,499.0870619763751,67.474,153.11,44.719,-1,-1,-1
10,3,1278.0243772089846,544.8071328759037,47.794,108.46,11.888,-1,-1,-1
10,4,144.82841090851423,513.5791099694661,56.686,128.63,17.341,-1,-1,-1
10,7,751.2986192408033,203.10705013039674,159.84,362.7,11.573,-1,-1,-1
10,9,270.23813779779726,465.57657409973973,40.123,91.049,7.9165,-1,-1,-1
10,10,1848.988254470513,509.97325644263236,28.302,64.224,8.1416,-1,-1,-1
10,11,1372.2857142857142,515.4603174603174,56.686,128.63,10.428,-1,-1,-1
10,12,1725.6402607361963,404.29291411042936,135.42,307.29,25.474,-1,-1,-1
10,13,266.0553752535497,462.94931034482767,103.17,234.13,16.724,-1,-1,-1
11,1,1690.0941400275572,384.7069121185335,146.62,332.71,58.138,-1,-1,-1
11,2,1325.5541436303286,501.05287116781307,67.474,153.11,38.028,-1,-1,-1
11,3,1278.1944115070442,545.0981639449768,47.794,108.46,10.318,-1,-1,-1
11,4,177.21454432964347,545.1501293908166,56.686,128.63,17.341,-1,-1,-1
11,9,307.56157229963463,437.2502080764542,40.123,91.049,7.9165,-1,-1,-1
11,10,1848.9281207861316,512.6947318954174,28.302,64.224,8.1416,-1,-1,-1
11,11,1379.4285714285713,518.6349206349205,56.686,128.63,10.428,-1,-1,-1
11,12,1724.2713957055214,390.4938343558281,135.42,307.29,25.474,-1,-1,-1
11,13,265.95876399633806,463.03774680335215,103.17,234.13,13.404,-1,-1,-1
11,14,171.0,481.0,26.0,59.0,6.3,-1,-1,-1
11,15,1844.0,367.0,94.66,214.81,3.7102,-1,-1,-1
12,1,1620.3771922483643,395.3065502771933,159.84,362.7,0.28414,-1,-1,-1
12,2,1326.2094428396342,489.3208361003479,73.864,167.61,39.416,-1,-1,-1
12,3,1273.6916181647669,543.0297503374136,47.794,108.46,10.318,-1,-1,-1
12,4,209.60067775077275,576.721148812167,56.686,128.63,17.341,-1,-1,-1
12,9,344.885006801472,408.9238420531687,40.123,91.049,7.9165,-1,-1,-1
12,10,1848.86798710175,515.4162073482023,28.302,64.224,8.1416,-1,-1,-1
12,11,1386.5714285714284,521.8095238095236,56.686,128.63,10.428,-1,-1,-1
12,12,1689.1239288256706,407.8072696135713,146.62,332.71,51.907,-1,-1,-1
12,13,266.85332240118305,462.218881801994,103.17,234.13,13.404,-1,-1,-1
12,14,171.0,481.0,26.0,59.0,6.3,-1,-1,-1
12,15,1837.0217857142857,351.05031746031744,103.17,234.13,8.3539,-1,-1,-1
12,16,-8.0,290.0,207.45,470.74,13.35,-1,-1,-1
13,1,1639.0988582275227,409.54915831108235,146.62,332.71,28.729,-1,-1,-1
13,2,1325.9661347768115,490.38803950780874,73.864,167.61,35.028,-1,-1,-1
13,3,1285.840751525211,544.9617426527791,47.794,108.46,12.469,-1,-1,-1
13,4,241.98681117190202,608.2921682335175,56.686,128.63,17.341,-1,-1,-1
